bID,bRad,LamSites,Class,DomainID,Chr,StartLoc,EndLoc,TAD_length,Genomic length of genes,Radius(nm),EpiClass,WT_Probability_NE0.2,Mutant_Probability_NE0.2,Sum_of_Contacts_with_Active_TADs,Radii,Surface_area,Reads_Rep1_WT,Reads_Rep2_WT,Reads_Rep1_Mut,Reads_Rep2_Mut,WT_RPKMT,Mut_RPKMT,WT_RPKMTL,Mut_RPKMTL,Bin_ALL_TADs,Bin_LTADs,Bin_NonLTADs
134,0.07,0,NonL-TADs,135,2L,10966550,11010549,44000,38162,56.63,Active,0.240103,0.0682914,4165.85,0.07,0.020531,32257,31083,32705,33363,53.82202724,54.09230454,46.68082281,46.91523923,4,,4
135,0.1,0,NonL-TADs,136,2L,11010550,11131249,120700,110314,79.27,Active,0.189759,0.0647707,15827.3,0.1,0.0419,16433,13517,16175,16512,8.80398541,9.258057679,8.046419607,8.461419841,3,,4
136,0.1,0,NonL-TADs,137,2L,11131250,11269149,137900,91172,82.87,Null,0.224021,0.050741,8504.83,0.1,0.0419,2776,2290,2730,2720,1.801842488,1.867714421,1.191280517,1.234831466,3,,4
137,0.13,1,L-TADs,138,2L,11269150,11517149,248000,59224,100.78,PcG,0.603214,0.0582197,7743.87,0.13,0.070811,6021,5144,5979,6225,6.113277511,6.438429049,1.45989011,1.537538395,6,5,
138,0.13,1,L-TADs,139,2L,11517150,11808249,291100,57206,106.31,Null,0.656421,0.0388651,6629.1,0.13,0.070811,6899,4412,9436,9541,6.411690356,10.36481196,1.26000398,2.036858237,6,5,
139,0.12,1,L-TADs,140,2L,11808250,11998849,190600,165247,92.31,Null,0.593304,0.0364276,5297.23,0.12,0.060336,7204,6068,7204,7393,2.604449309,2.759977082,2.258013825,2.392853793,6,5,
140,0.09,0,NonL-TADs,141,2L,11998850,12094749,95900,54863,73.42,PcG,0.331528,0.0439435,6375.78,0.09,0.033939,12786,11378,11807,11744,14.28243957,13.41236156,8.170776663,7.673017644,4,,5
141,0.05,0,NonL-TADs,142,2L,12094750,12110549,15800,14034,40.25,Active,0.32551,0.0379953,814.36,0.05,0.010475,8440,8250,8086,8425,38.56452481,36.75931051,34.25408489,32.65064327,4,,5
142,0.14,2,L-TADs,143,2L,12110550,12424949,314400,235932,109.07,Null,0.474762,0.0336312,9814.61,0.14,0.082124,11412,10997,11736,11889,3.079986034,3.128674767,2.31128265,2.347819641,5,3,
143,0.06,0,NonL-TADs,144,2L,12424950,12455649,30700,25183,50.23,Active,0.245097,0.0346435,1017.47,0.06,0.015084,10982,9589,9899,10330,26.48872524,25.09818987,21.72852012,20.58787347,4,,4
144,0.08,0,NonL-TADs,145,2L,12455650,12520249,64600,90705,64.36,Null,0.196136,0.030148,4401.15,0.08,0.026816,2582,1973,2778,2574,1.62843442,1.843572956,2.286488299,2.588564783,3,,4
145,0.06,0,NonL-TADs,146,2L,12520250,12548249,28000,0,48.71,Null,0.178,0.0283971,990.62,0.06,0.015084,0,0,0,0,0,0,0,0,3,,3
146,0.11,0,NonL-TADs,147,2L,12548250,12720549,172300,128412,89.26,PcG,0.192763,0.0399565,5460.08,0.11,0.050699,18927,17791,17889,18602,9.272279776,8.878827253,6.910458448,6.617225567,3,,4
147,0.13,1,L-TADs,148,2L,12720550,12974649,254100,27523,101.6,Null,0.470827,0.0346745,6288.9,0.13,0.070811,7977,7629,9043,9696,18.38691855,21.27287032,1.991590552,2.304184218,5,3,
148,0.06,0,NonL-TADs,149,2L,12974650,12998849,24200,9400,46.4,Null,0.320384,0.0283406,708.593,0.06,0.015084,830,816,810,921,5.678257683,5.753666243,2.205604224,2.234895152,4,,5
149,0.06,0,NonL-TADs,150,2L,12998850,13021549,22700,19708,45.42,Active,0.306107,0.0299111,1943.89,0.06,0.015084,7224,5954,6971,7241,21.68303493,22.5313958,18.8250772,19.56161888,4,,5
150,0.11,1,L-TADs,151,2L,13021550,13164949,143400,82734,83.96,Null,0.40868,0.0309217,8639.5,0.11,0.050699,2843,2659,3151,3290,2.1565011,2.432454519,1.244183835,1.403393948,5,3,
151,0.07,0,NonL-TADs,152,2L,13164950,13204149,39200,46176,54.49,Active,0.296363,0.036606,3455.06,0.07,0.020531,28415,27329,29099,32852,39.14668033,41.91866695,46.11319161,49.3784787,4,,5
152,0.05,0,NonL-TADs,153,2L,13204150,13221949,17800,10224,41.88,Active,0.246697,0.0392704,1178.09,0.05,0.010475,4008,3608,3877,3991,24.15567704,24.04467781,13.87458663,13.81083067,4,,4
153,0.11,0,NonL-TADs,154,2L,13221950,13366249,144300,78405,84.14,Null,0.219982,0.0480112,9114.47,0.11,0.050699,19344,17078,19467,20234,15.06375178,15.82097115,8.184847251,8.596280268,3,,4
154,0.06,0,NonL-TADs,155,2L,13366250,13394949,28700,26186,49.11,Active,0.327934,0.0389615,1217.56,0.06,0.015084,81010,80377,75738,78666,199.8538436,184.2319017,182.3474825,168.0939574,4,,5
155,0.14,5,L-TADs,156,2L,13394950,13768849,373900,253981,115.56,Null,0.726851,0.0323309,17335,0.14,0.082124,11159,9733,10431,10760,2.667423102,2.606907817,1.811914381,1.770807847,6,6,
156,0.08,1,L-TADs,157,2L,13768850,13837949,69100,123254,65.82,Active,0.823525,0.0303805,3286.44,0.08,0.026816,14164,12424,13763,14350,6.995161852,7.126587499,12.4773036,12.71172816,6,6,
157,0.08,1,L-TADs,158,2L,13837950,13905349,67400,10950,65.28,Null,0.828367,0.0240713,4569.54,0.08,0.026816,2164,1659,2157,2260,11.32148248,12.60342936,1.839320966,2.047589785,6,6,
158,0.15,4,L-TADs,159,2L,13905350,14362249,456900,336616,123.55,Null,0.822296,0.0249147,13533.6,0.15,0.094275,5198,4785,5189,5429,0.9616996014,0.9855607914,0.7085214993,0.726100966,6,6,
159,0.14,4,L-TADs,160,2L,14362250,14706049,343800,132984,112.37,Null,0.753299,0.0253763,7253.99,0.14,0.082124,177,139,197,180,0.07705499749,0.08857627448,0.02980535715,0.03426185947,6,6,
160,0.13,1,L-TADs,161,2L,14706050,14963349,257300,97664,102.02,Null,0.675713,0.0265422,5080.56,0.13,0.070811,159,147,171,164,0.1016014811,0.1071730897,0.03856512649,0.0406799558,6,6,
161,0.07,0,NonL-TADs,162,2L,14963350,15007549,44200,25226,56.71,Null,0.397595,0.0265972,1432.99,0.07,0.020531,607,625,559,584,1.583709188,1.41570671,0.903860814,0.8079777709,5,,6
162,0.08,0,NonL-TADs,163,2L,15007550,15059649,52100,45761,59.91,Active,0.392458,0.0355594,1399.05,0.08,0.026816,5771,5394,5599,5554,7.911818957,7.615030505,6.949189008,6.688510766,5,,6
163,0.12,2,L-TADs,164,2L,15059650,15272549,212900,117246,95.78,Null,0.688786,0.0349512,5471.08,0.12,0.060336,11181,9069,11074,11144,5.600671653,5.920827099,3.084341704,3.26065427,6,6,
164,0.12,1,L-TADs,165,2L,15272550,15499549,227000,57417,97.85,PcG,0.774552,0.0551886,3721.96,0.12,0.060336,5274,5245,5168,5942,5.940829355,6.045733696,1.502663432,1.52919776,6,6,
165,0.13,1,L-TADs,166,2L,15499550,15749249,249700,83781,101.01,Null,0.732786,0.060636,3539,0.13,0.070811,1965,1459,1863,1846,1.325260751,1.383205621,0.4446602764,0.4641023234,6,6,
166,0.05,0,NonL-TADs,167,2L,15749250,15768949,19700,18491,43.32,Active,0.506476,0.0467707,750.935,0.05,0.010475,7639,7562,7822,8002,26.65783529,26.73814827,25.02182906,25.09721318,6,,6
167,0.13,1,L-TADs,168,2L,15768950,16037449,268500,141215,103.48,Null,0.55422,0.0466152,5725.44,0.13,0.070811,2885,3496,2602,2943,1.465281391,1.22686329,0.7706506952,0.6452569813,6,4,
168,0.12,0,NonL-TADs,169,2L,16037450,16254449,217000,85011,96.39,Null,0.182859,0.0423206,3999.9,0.12,0.060336,4855,4793,5681,5617,3.680232784,4.152425956,1.441752393,1.626736788,3,,4
169,0.06,0,NonL-TADs,170,2L,16254450,16287349,32900,28930,51.4,Null,0.178263,0.0443016,2328,0.06,0.015084,6370,5629,6421,6618,13.4496115,14.08222579,11.82666446,12.38294201,3,,3
170,0.06,0,NonL-TADs,171,2L,16287350,16311149,23800,22242,46.14,Active,0.188936,0.0495029,1289.73,0.06,0.015084,11295,10681,11450,11685,32.0396623,32.4990839,29.942276,30.37162286,3,,4
171,0.05,0,NonL-TADs,172,2L,16311150,16327249,16100,14134,40.5,Active,0.211621,0.0517319,1411.76,0.05,0.010475,946,870,937,989,4.166427961,4.25761755,3.657657938,3.737712202,3,,4
172,0.06,0,NonL-TADs,173,2L,16327250,16357349,30100,34368,49.9,Active,0.245643,0.0532636,872.737,0.06,0.015084,12120,12063,12350,12024,22.81755133,22.15888985,26.05294365,25.30088792,4,,4
173,0.1,1,L-TADs,174,2L,16357350,16487149,129800,75967,81.22,PcG,0.307788,0.0542731,6614.15,0.1,0.0419,13206,12171,12887,13946,10.83249316,11.03620366,6.339845978,6.459069978,4,2,
174,0.08,0,NonL-TADs,175,2L,16487150,16543049,55900,42300,61.33,Null,0.203179,0.0426841,2699.25,0.08,0.026816,9203,8038,8103,8435,13.21707043,12.21569193,10.00146833,9.243716795,3,,4
175,0.1,0,NonL-TADs,176,2L,16543050,16656949,113900,121408,77.76,Null,0.154703,0.0440528,4590.14,0.1,0.0419,2447,1847,2701,2541,1.14690608,1.349041045,1.222507229,1.437966419,2,,3
176,0.06,0,NonL-TADs,177,2L,16656950,16679549,22600,14623,45.35,Active,0.176926,0.0485758,673.291,0.06,0.015084,654,536,708,679,2.63890406,2.963571657,1.707464339,1.917535767,3,,3
177,0.07,0,NonL-TADs,178,2L,16679550,16720949,41400,71213,55.49,Null,0.206962,0.046418,3227.96,0.07,0.020531,8007,8020,7884,7905,7.29803724,6.927408443,12.55350546,11.91597917,3,,4
178,0.06,0,NonL-TADs,179,2L,16720950,16743749,22800,23836,45.48,Active,0.274777,0.0500719,1057.24,0.06,0.015084,12716,11963,12910,13192,33.57432585,34.2149461,35.0998961,35.76962523,4,,5
179,0.1,1,L-TADs,180,2L,16743750,16852549,108800,98642,76.58,Null,0.366056,0.0481004,4842.95,0.1,0.0419,5414,5132,5350,5397,3.466881662,3.404088413,3.143199824,3.086269203,5,2,
180,0.07,0,NonL-TADs,181,2L,16852550,16887749,35200,30106,52.57,Null,0.33162,0.0480968,1291.34,0.07,0.020531,1679,1316,1790,1641,3.225944485,3.560763359,2.759098996,3.045464253,4,,5
181,0.16,1,L-TADs,182,2L,16887750,17360849,473100,182782,124.99,Null,0.604055,0.0813263,7358.53,0.16,0.107264,3964,3645,4236,4416,1.34991766,1.478967182,0.5215401601,0.5713983925,6,5,
182,0.06,0,NonL-TADs,183,2L,17360850,17384249,23400,17380,45.88,Null,0.341407,0.0679867,499.26,0.06,0.015084,2628,2030,2596,2586,8.690861561,9.315862892,6.455007433,6.919217823,4,,5
183,0.17,1,L-TADs,184,2L,17384250,17962449,578200,272161,133.63,Null,0.616802,0.0839178,12179.2,0.17,0.121091,33910,29350,34348,34377,7.537310657,7.889769366,3.547841587,3.713745279,6,5,
184,0.11,0,NonL-TADs,185,2L,17962450,18118949,156500,104812,86.44,Null,0.223581,0.0693812,4327.12,0.11,0.050699,434,283,422,433,0.2218305048,0.254876948,0.148565488,0.1706975251,3,,4
185,0.07,0,NonL-TADs,186,2L,18118950,18159149,40200,38532,54.95,Active,0.289185,0.060996,1071.03,0.07,0.020531,9771,8012,10190,11123,14.96568489,17.28217844,14.34472065,16.565097,4,,5
186,0.13,1,L-TADs,187,2L,18159150,18442149,283000,135290,105.31,Null,0.574044,0.0696964,7307.52,0.13,0.070811,6,13,4,8,0.004554083866,0.002771347598,0.002177109562,0.001324860836,6,5,
187,0.11,1,L-TADs,188,2L,18442150,18588749,146600,98234,84.58,Null,0.545622,0.0681501,6042.32,0.11,0.050699,70368,68358,64507,65159,45.79406071,41.2420018,30.68576916,27.63551708,6,4,
188,0.06,0,NonL-TADs,189,2L,18588750,18613149,24400,16941,46.52,Active,0.380244,0.0714105,1381.75,0.06,0.015084,4101,3831,4324,4545,15.18297172,16.3572791,10.54158704,11.35691251,5,,6
189,0.09,0,NonL-TADs,190,2L,18613150,18707149,94000,91712,72.93,Active,0.323105,0.0802335,9423.49,0.09,0.033939,17037,15821,16824,17682,11.61791195,11.75557577,11.33512703,11.46944006,4,,5
190,0.1,1,L-TADs,191,2L,18707150,18839549,132400,46978,81.76,PcG,0.377429,0.0834344,7420.2,0.1,0.0419,6021,5265,5845,6301,7.79038,8.078192626,2.764172747,2.866294057,5,2,
191,0.05,0,NonL-TADs,192,2L,18839550,18858949,19400,19591,43.1,Null,0.29435,0.0803756,1418.41,0.05,0.010475,2714,2551,2581,2789,8.714749153,8.564324863,8.800549003,8.648643732,4,,5
192,0.09,0,NonL-TADs,193,2L,18858950,18943949,85000,49181,70.53,PcG,0.207221,0.0820285,5299.49,0.09,0.033939,726,564,703,708,0.8505610189,0.8964067338,0.4921346055,0.5186609362,3,,4
193,0.08,0,NonL-TADs,194,2L,18943950,19009249,65300,51929,64.59,Active,0.155394,0.0828549,5710.55,0.08,0.026816,28903,28639,27233,27853,35.93255617,33.14413811,28.57491132,26.35745709,3,,3
194,0.07,0,NonL-TADs,195,2L,19009250,19053849,44600,25677,56.89,Active,0.144168,0.0806356,3631,0.07,0.020531,16505,14602,15835,15803,39.28501904,38.49817942,22.61707251,22.16407518,2,,3
195,0.09,0,NonL-TADs,196,2L,19053850,19133849,80000,107441,69.12,PcG,0.151981,0.0793539,7963.45,0.09,0.033939,18189,16619,16418,17666,10.50563114,9.911878421,14.10919394,13.31177662,2,,3
196,0.08,0,NonL-TADs,197,2L,19133850,19189449,55600,8128,61.22,Active,0.232538,0.0865816,4745.59,0.08,0.026816,1563,1395,1603,1647,11.8012387,12.493241,1.725188276,1.826350051,3,,4
197,0.12,1,L-TADs,198,2L,19189450,19396849,207400,69940,94.95,PcG,0.418559,0.0986837,10748.4,0.12,0.060336,2395,2082,2093,2584,2.0757478,2.089378847,0.699989398,0.7045860971,5,3,
198,0.06,0,NonL-TADs,199,2L,19396850,19427549,30700,33485,50.23,Null,0.284659,0.0800133,3457.25,0.06,0.015084,6998,6210,6653,6890,12.79086387,12.63688481,13.95120771,13.78326019,4,,5
199,0.06,0,NonL-TADs,200,2L,19427550,19453949,26400,23833,47.76,Active,0.248562,0.074566,2224.15,0.06,0.015084,17681,15404,16516,16097,45.01585942,42.75505693,40.63874915,38.59777545,4,,4
200,0.1,0,NonL-TADs,201,2L,19453950,19575749,121800,88121,79.51,Active,0.226704,0.0656754,13202.4,0.1,0.0419,24779,21475,25525,26183,17.02091877,18.33385426,12.31445306,13.26434788,3,,4
201,0.05,0,NonL-TADs,202,2L,19575750,19588249,12500,7655,37.23,Active,0.324671,0.0524334,1677.04,0.05,0.010475,2853,2092,2641,2608,20.94759751,21.42430929,12.82830872,13.12024701,4,,5
202,0.12,1,L-TADs,203,2L,19588250,19793449,205200,170186,94.61,Null,0.519938,0.0448746,10274,0.12,0.060336,9314,7625,9818,9892,3.227580308,3.618580554,2.676846892,3.001129387,6,4,
203,0.05,0,NonL-TADs,204,2L,19793450,19809849,16400,0,40.75,Null,0.645388,0.0644424,1104,0.05,0.010475,0,0,0,0,0,0,0,0,6,,6
204,0.09,1,L-TADs,205,2L,19809850,19887749,77900,104439,68.51,Null,0.699131,0.0873284,2680.43,0.09,0.033939,308,231,301,393,0.1673551881,0.2076214488,0.2243698137,0.2783539986,6,6,
205,0.11,1,L-TADs,206,2L,19887750,20066149,178400,50009,90.3,Null,0.745284,0.108882,5432.49,0.11,0.050699,13165,11708,11939,11820,16.1284681,14.84415357,4.521124221,4.161105808,6,6,
206,0.06,0,NonL-TADs,207,2L,20066150,20098649,32500,35684,51.19,Active,0.568131,0.0831812,801.88,0.06,0.015084,5597,4618,5029,5312,9.282777912,9.054499707,10.19220452,9.941562078,6,,6
207,0.13,1,L-TADs,208,2L,20098650,20341449,242800,63459,100.07,Null,0.592337,0.0565652,7137.75,0.13,0.070811,173,210,145,236,0.1957125474,0.1875889287,0.05115206979,0.0490288543,6,5,
208,0.1,0,NonL-TADs,209,2L,20341450,20465149,123700,75086,79.92,Null,0.369894,0.0905104,3273.56,0.1,0.0419,19458,17027,18013,18692,15.75681737,15.27361049,9.564400883,9.271093913,5,,6
209,0.13,1,L-TADs,210,2L,20465150,20759249,294100,105707,106.67,Null,0.673814,0.0556054,6502.21,0.13,0.070811,20412,18302,22207,22273,11.87619769,13.14729726,4.268606694,4.725472125,6,6,
210,0.11,1,L-TADs,211,2L,20759250,20923049,163800,128080,87.77,PcG,0.781972,0.109746,8614.23,0.11,0.050699,9656,9847,9394,10130,4.937796889,4.762806434,3.861007482,3.724177339,6,6,
211,0.1,1,L-TADs,212,2L,20923050,21052449,129400,93222,81.13,Null,0.718359,0.120768,8144.5,0.1,0.0419,4834,4357,4305,4237,3.197109198,2.862968717,2.30325281,2.062532223,6,6,
212,0.1,0,NonL-TADs,213,2L,21052450,21179349,126900,112741,80.61,Active,0.475917,0.126757,8066.26,0.1,0.0419,26152,24375,25695,26386,14.53298249,14.43354077,12.9114498,12.82310339,5,,6
213,0.07,1,L-TADs,214,2L,21179350,21220549,41200,36919,55.4,Null,0.471299,0.103003,4535.09,0.07,0.020531,1741,1520,1670,1591,2.864270233,2.759791809,2.566650309,2.473028005,5,3,
214,0.05,0,NonL-TADs,215,2L,21220550,21236349,15800,16950,40.25,Active,0.450409,0.0940984,0,0.05,0.010475,3393,2816,3551,3668,11.87859505,13.30708071,12.74317634,14.27563405,5,,6
215,0.08,0,NonL-TADs,216,2L,21236350,21310649,74300,73066,67.44,HP1/centro,0.367291,0.0852167,4261.28,0.08,0.026816,6500,4990,6414,6416,5.099385164,5.486391254,5.014692818,5.395271377,5,,6
216,0.14,1,L-TADs,217,2L,21310650,21657249,346600,158727,112.68,HP1/centro,0.494773,0.051514,8797.56,0.14,0.082124,162939,139758,158826,155201,61.84013495,61.81468121,28.31996278,28.30830613,6,4,
217,0.06,0,NonL-TADs,218,2L,21657250,21684449,27200,22291,48.24,Active,0.377843,0.0736098,1440.98,0.06,0.015084,91825,86225,97419,103023,259.015376,280.9536167,212.2688142,230.2476864,5,,6
218,0.08,1,L-TADs,219,2L,21684450,21759149,74700,63641,67.56,HP1/centro,0.362404,0.0819542,2653.57,0.08,0.026816,21520,19619,21817,22044,20.9618619,21.53361706,17.85855225,18.34566162,5,2,
219,0.1,0,NonL-TADs,220,2L,21759150,21899749,140600,44864,83.41,HP1/centro,0.215505,0.0734648,4236.8,0.1,0.0419,1230,1161,1439,1471,1.728202799,2.026611247,0.5514515672,0.6466706046,3,,4
220,0.12,0,NonL-TADs,221,2L,21899750,22119649,219900,36463,96.82,HP1/centro,0.072749,0.0352203,4441.2,0.12,0.060336,174,126,175,149,0.266797636,0.2776310684,0.04423939155,0.04603575101,1,,2
221,0.07,0,NonL-TADs,222,2L,22119650,22168549,48900,36410,58.66,HP1/centro,0.0447616,0.039529,1658.33,0.07,0.020531,11174,10165,11527,12953,19.00494007,21.00710403,14.15071304,15.64148584,1,,1
222,0.08,0,NonL-TADs,223,2L,22168550,22239349,70800,33484,66.36,HP1/centro,0.0485028,0.0516716,1451.26,0.08,0.026816,10,10,12,4,0.01936893681,0.01492994133,0.009160303392,0.007060934398,1,,1
223,0.07,0,NonL-TADs,224,2L,22239350,22277249,37900,10082,53.88,HP1/centro,0.0550649,0.0639569,907.548,0.07,0.020531,32189,35056,33374,34526,216.2850119,210.4255799,57.5352372,55.97653554,1,,1
224,0.12,0,NonL-TADs,225,2L,22277250,22494049,216800,77590,96.36,HP1/centro,0.037267,0.0512522,4102.54,0.12,0.060336,54188,50468,54661,55519,43.73926691,44.3682672,15.65373487,15.87884618,1,,1
228,0.12,0,NonL-TADs,226,2R,726750,928249,201500,72289,94.04,HP1/centro,0.0882685,0.0663115,2855.79,0.12,0.060336,0,0,7,0,0,0.003025528683,0,0.001085421553,2,,2
229,0.07,0,NonL-TADs,227,2R,928250,977849,49600,3920,58.94,HP1/centro,0.112752,0.0628435,517.944,0.07,0.020531,0,0,11,13,0,0.1912936819,0,0.01511837163,2,,2
230,0.11,0,NonL-TADs,228,2R,977850,1138249,160400,98720,87.15,HP1/centro,0.167793,0.0740794,3115.95,0.11,0.050699,9377,9642,11638,11620,6.247347328,7.361099211,3.845000799,4.530472033,3,,3
231,0.15,1,L-TADs,229,2R,1138250,1551949,413700,214973,119.52,HP1/centro,0.579442,0.0842087,9229.25,0.15,0.094275,26162,24773,29754,29303,7.683259705,8.583470446,3.992490666,4.460271675,6,5,
232,0.07,1,L-TADs,230,2R,1551950,1588749,36800,19934,53.35,HP1/centro,0.521806,0.0750197,1565.14,0.07,0.020531,7795,7045,8034,7933,24.14085052,25.02674237,13.07673137,13.5566055,6,4,
233,0.08,0,NonL-TADs,231,2R,1588750,1641949,53200,23975,60.33,PcG,0.523641,0.0838739,2147.58,0.08,0.026816,35157,33246,37582,38448,92.51872803,99.08361114,41.6942952,44.6528116,6,,6
234,0.12,1,L-TADs,232,2R,1641950,1868149,226200,65348,97.74,HP1/centro,0.696001,0.0939751,7764.04,0.12,0.060336,34710,32843,34847,34911,33.52165562,33.35317421,9.68423144,9.635558038,6,6,
235,0.08,1,L-TADs,233,2R,1904150,1975049,70900,47213,66.39,Active,0.68472,0.112658,4142.21,0.08,0.026816,8713,7575,8363,8603,11.18714542,11.22776508,7.449629008,7.476678032,6,6,
236,0.16,1,L-TADs,234,2R,1975050,2500749,525700,272560,129.46,HP1/centro,0.695039,0.100388,24128.8,0.16,0.107264,8501,6865,8244,8389,1.828150006,1.906706814,0.9478420499,0.988571446,6,6,
237,0.05,0,NonL-TADs,235,2R,2500750,2520149,19400,8633,43.1,Active,0.333267,0.0862002,1502.34,0.05,0.010475,18758,36736,46446,47586,208.4478446,340.3214979,92.75929086,151.4430666,4,,5
238,0.07,0,NonL-TADs,236,2R,2520150,2558049,37900,32658,53.88,Active,0.30919,0.086952,1879.83,0.07,0.020531,32757,26830,29364,30046,59.16638783,56.83886791,50.98300511,48.9774076,4,,5
239,0.09,0,NonL-TADs,237,2R,2558050,2646549,88500,90677,71.48,Active,0.367344,0.0864256,10039.1,0.09,0.033939,37859,37161,38099,39963,26.82829273,26.8978757,27.48823842,27.55953305,5,,6
240,0.07,1,L-TADs,238,2R,2646550,2696949,50400,38963,59.25,Null,0.42828,0.077013,3598.55,0.07,0.020531,5726,4936,5802,5592,8.873591045,9.136908551,6.859954918,7.063519204,5,3,
241,0.12,1,L-TADs,239,2R,2696950,2900549,203600,167418,94.37,Null,0.477791,0.0830206,14719.4,0.12,0.060336,20005,17786,20069,21138,7.319802353,7.690318021,6.018991504,6.32366239,5,4,
242,0.08,0,NonL-TADs,240,2R,2900550,2957449,56900,33979,61.7,Active,0.234706,0.0824118,2290.72,0.08,0.026816,3132,3051,3455,3817,5.900676059,6.686806075,3.523709522,3.993163157,3,,4
243,0.14,0,NonL-TADs,241,2R,2957450,3271649,314200,227732,109.05,Null,0.106843,0.0707039,13682.9,0.14,0.082124,12258,8611,11778,12506,2.971602388,3.331743933,2.153815898,2.414846306,2,,2
244,0.11,0,NonL-TADs,242,2R,3271650,3427049,155400,123291,86.24,PcG,0.0799348,0.0822071,13283.8,0.11,0.050699,49417,45552,48466,52092,24.97834213,25.48359554,19.81727657,20.2181337,1,,2
245,0.07,0,NonL-TADs,243,2R,3427050,3478649,51600,45247,59.72,Active,0.0709198,0.0807436,5294.36,0.07,0.020531,14746,12093,14155,13256,19.23488795,18.92825341,16.86668556,16.59780392,1,,2
246,0.1,0,NonL-TADs,244,2R,3478650,3618049,139400,128908,83.17,Active,0.0747256,0.0863854,19548.7,0.1,0.0419,18770,17167,17838,18793,9.040138187,8.878597248,8.35972836,8.210345869,1,,2
247,0.08,0,NonL-TADs,245,2R,3618050,3672649,54600,47257,60.85,Active,0.082609,0.0817888,7640.56,0.08,0.026816,3942,2565,3899,3657,4.46506493,4.995756393,3.864570941,4.323891206,1,,2
248,0.07,0,NonL-TADs,246,2R,3672650,3715249,42600,32235,56.02,Active,0.0979573,0.0763876,4903.17,0.07,0.020531,33230,31971,32923,34395,65.59031279,65.24976949,49.63154302,49.37385726,2,,2
249,0.09,0,NonL-TADs,247,2R,3715250,3804049,88800,48591,71.56,Null,0.138003,0.085109,9343.3,0.09,0.033939,1619,1363,1622,1574,1.990054279,2.055068892,1.088949634,1.124525366,2,,3
