bID,bRad,LamSites,Class,DomainID,Chr,StartLoc,EndLoc,TAD_length,Genomic length of genes,Radius(nm),EpiClass,WT_Probability_NE0.2,Mutant_Probability_NE0.2,Sum_of_Contacts_with_Active_TADs,Radii,Surface_area,Reads_Rep1_WT,Reads_Rep2_WT,Reads_Rep1_Mut,Reads_Rep2_Mut,WT_RPKMT,Mut_RPKMT,WT_RPKMTL,Mut_RPKMTL,Bin_ALL_TADs,Bin_LTADs,Bin_NonLTADs
1047,0.09,0,NonL-TADs,1040,X,6908250,6992749,84500,66864,70.39,Null,0.313914,0.0567405,4721.65,0.09,0.033939,2143,1799,2240,2305,1.911777676,2.123816475,1.512770444,1.680554613,4,,5
1048,0.05,0,NonL-TADs,1041,X,6992750,7005949,13200,7416,37.91,Active,0.399118,0.0642217,1536.91,0.05,0.010475,1478,1376,1444,1509,12.47950523,12.44139783,7.011212941,6.989803508,5,,6
1049,0.11,1,L-TADs,1042,X,7005950,7181449,175500,58893,89.81,PcG,0.558597,0.0814991,8360.45,0.11,0.050699,3583,2908,3436,3485,3.574053517,3.671813574,1.199354608,1.23216021,6,4,
1050,0.15,1,L-TADs,1043,X,7181450,7573449,392000,114500,117.4,Null,0.601925,0.0645502,15516.5,0.15,0.094275,4776,3662,4567,4587,2.389720748,2.497933503,0.6980179227,0.729625985,6,5,
1051,0.08,0,NonL-TADs,1044,X,7573450,7635649,62200,42461,63.56,Active,0.327743,0.0564846,5135.45,0.08,0.026816,10769,9281,10563,11029,15.31218892,15.88832464,10.45290762,10.84620824,4,,5
1052,0.11,1,L-TADs,1045,X,7635650,7788249,152600,48205,85.72,Null,0.381034,0.0436115,10875.8,0.11,0.050699,5049,4518,4752,4838,6.435715047,6.215870695,2.032985871,1.96353897,5,3,
1053,0.07,0,NonL-TADs,1046,X,7788250,7827649,39400,26888,54.58,Active,0.200217,0.0332769,4871.37,0.07,0.020531,50324,40373,44886,44470,109.3824238,103.8342599,74.64656371,70.86029389,3,,4
1054,0.07,0,NonL-TADs,1047,X,7827650,7862849,35200,53150,52.57,Active,0.170998,0.0410249,4803.97,0.07,0.020531,35232,33873,32145,34052,42.16181734,38.91441362,63.66194862,58.75855352,3,,3
1055,0.09,0,NonL-TADs,1048,X,7862850,7952249,89400,55846,71.72,Null,0.129239,0.0326789,7830.34,0.09,0.033939,8660,5868,9248,8999,8.435811739,10.20880367,5.269645888,6.377190711,2,,3
1056,0.1,0,NonL-TADs,1049,X,7952250,8072649,120400,160932,79.21,Active,0.154436,0.0357095,15519.8,0.1,0.0419,39026,35174,38533,40599,14.95115062,15.36332385,19.98437352,20.53530261,2,,3
1057,0.12,1,L-TADs,1050,X,8072650,8291549,218900,86225,96.67,Null,0.301769,0.0459891,15861,0.12,0.060336,24902,22624,22474,23753,17.87356486,16.75089277,7.040420876,6.598198852,4,2,
1058,0.07,0,NonL-TADs,1051,X,8291550,8333049,41500,23493,55.54,Active,0.253738,0.0566678,3463.09,0.07,0.020531,9568,7750,9792,10118,23.90409888,26.47940566,13.53202397,14.98989583,4,,5
1059,0.09,1,L-TADs,1052,X,8333050,8411449,78400,108022,68.65,Null,0.261752,0.0685255,8369.39,0.09,0.033939,2448,2297,2463,2489,1.424416917,1.43233259,1.962606686,1.973513152,4,1,
1060,0.08,0,NonL-TADs,1053,X,8411450,8468549,57100,33185,61.77,Active,0.186598,0.0792694,6454.55,0.08,0.026816,3440,2817,3196,3330,6.114169199,6.14441724,3.55339238,3.570971736,3,,4
1061,0.05,0,NonL-TADs,1054,X,8468550,8484949,16400,3662,40.75,Active,0.137432,0.079302,2276.45,0.05,0.010475,605,544,583,639,10.17454059,10.4262544,2.271900466,2.328106318,2,,3
1062,0.09,0,NonL-TADs,1055,X,8484950,8572349,87400,37281,71.19,PcG,0.106446,0.0854224,7552.73,0.09,0.033939,4186,2821,3799,3977,6.094775097,6.516946421,2.599763277,2.779843015,2,,2
1063,0.07,0,NonL-TADs,1056,X,8572350,8616349,44000,23089,56.63,Active,0.110118,0.0964441,3794.61,0.07,0.020531,12187,10664,11501,11317,32.09321359,30.87791047,16.84091383,16.20318352,2,,2
1064,0.11,0,NonL-TADs,1057,X,8616350,8799249,182900,87178,91.05,PcG,0.112098,0.095249,10820.5,0.11,0.050699,68575,58768,63575,65623,47.36759071,46.30462175,22.57742932,22.07077264,2,,2
1065,0.11,1,L-TADs,1058,X,8799250,8981349,182100,231494,90.92,Null,0.194167,0.103256,12333.4,0.11,0.050699,5974,6066,5842,6626,1.686552511,1.68280001,2.144024092,2.139253737,3,1,
1066,0.06,0,NonL-TADs,1059,X,8981350,9002749,21400,27287,44.53,Active,0.13217,0.0932676,2839.46,0.06,0.015084,28931,27748,27669,28787,67.35649941,64.64422975,85.88583174,82.42743445,2,,3
1067,0.07,0,NonL-TADs,1060,X,9002750,9051149,48400,24180,58.46,Active,0.103397,0.0897082,5078.41,0.07,0.020531,18298,16024,18666,18811,46.02877431,48.42659946,22.995367,24.19328874,2,,2
1068,0.1,0,NonL-TADs,1061,X,9051150,9177949,126800,85032,80.59,Active,0.0808106,0.0832915,16752.8,0.1,0.0419,19105,16482,19234,20211,13.57132042,14.4938919,9.100918908,9.719594765,1,,2
1069,0.13,0,NonL-TADs,1062,X,9177950,9447349,269400,206572,103.6,Null,0.0695906,0.0617111,19755.7,0.13,0.070811,17151,15073,17036,17395,5.058492547,5.207792042,3.87877848,3.99325916,1,,2
1070,0.06,0,NonL-TADs,1063,X,9447350,9471949,24600,23709,46.65,Active,0.102677,0.0639163,2110.66,0.06,0.015084,41084,43456,41052,40943,115.6277638,108.0561737,111.4397826,104.1424318,2,,2
1071,0.1,0,NonL-TADs,1064,X,9471950,9579949,108000,63925,76.39,Active,0.155257,0.0765727,11446.1,0.1,0.0419,19854,15827,19370,19608,18.10003442,19.05128466,10.71337685,11.27642011,3,,3
1072,0.15,1,L-TADs,1065,X,9579950,9980449,400500,188303,118.24,Null,0.50549,0.0854506,21967.9,0.15,0.094275,9779,8587,9445,9554,3.162790756,3.15245543,1.487048658,1.482189301,6,4,
1073,0.1,1,L-TADs,1066,X,9980450,10104849,124400,77670,80.08,Null,0.467838,0.0793651,4366.82,0.1,0.0419,123,119,184,145,0.1010357758,0.1323482016,0.06308238513,0.08263251463,5,3,
1074,0.13,0,NonL-TADs,1067,X,10104850,10353449,248600,206046,100.86,Null,0.24985,0.0843963,14894.4,0.13,0.070811,18966,17464,18675,18629,5.73334536,5.656745839,4.75194239,4.68845476,4,,5
1075,0.05,0,NonL-TADs,1068,X,10353450,10372349,18900,14828,42.73,Active,0.317347,0.0783107,991.331,0.05,0.010475,18472,11208,18082,18465,64.90743381,77.00955387,50.92314437,60.41786586,4,,5
1076,0.13,1,L-TADs,1069,X,10372350,10639549,267200,252707,103.32,Null,0.527608,0.0936638,16074.8,0.13,0.070811,13721,11675,13579,14469,3.258825952,3.467848197,3.082066355,3.279751176,6,4,
1077,0.06,0,NonL-TADs,1070,X,10639550,10660849,21300,15816,44.46,Active,0.390899,0.0913542,4215.24,0.06,0.015084,17326,15115,18729,19931,66.5136371,76.37313973,49.38871757,56.70974544,5,,6
1078,0.05,0,NonL-TADs,1071,X,10660850,10680649,19800,23556,43.39,Active,0.404427,0.0911324,2443.63,0.05,0.010475,33098,28664,31325,30099,85.0223149,81.47267968,101.1507904,96.92780012,5,,6
1079,0.14,1,L-TADs,1072,X,10680650,11049349,368700,292260,115.02,Active,0.64429,0.104013,59876.8,0.14,0.082124,88594,77541,82348,82953,18.43337574,17.67183112,14.61171249,14.0080536,6,5,
1080,0.11,1,L-TADs,1073,X,11049350,11219549,170200,38656,88.89,Null,0.548458,0.077367,16306.6,0.11,0.050699,2694,2395,2916,3209,4.269024608,4.950677452,0.9695852834,1.124402982,6,4,
1081,0.06,0,NonL-TADs,1074,X,11219550,11249149,29600,20381,49.62,Active,0.362594,0.0633379,4631.97,0.06,0.015084,7827,6358,7641,7923,22.56924188,23.86004095,15.5399905,16.42876671,5,,6
1082,0.05,0,NonL-TADs,1075,X,11249150,11263449,14300,12468,38.93,Active,0.320589,0.060305,2609.95,0.05,0.010475,6658,5736,6643,6855,32.23501066,33.82580039,28.10532258,29.49231324,4,,5
1083,0.09,0,NonL-TADs,1076,X,11263450,11348549,85100,77420,70.56,Null,0.293002,0.0588511,10584.5,0.09,0.033939,7747,5916,7998,8194,5.722766435,6.534656745,5.206305257,5.944925091,4,,5
1084,0.11,2,L-TADs,1077,X,11348550,11514249,165700,133716,88.1,Active,0.440876,0.0601277,22848.2,0.11,0.050699,32791,29632,30874,31496,15.13820493,14.57363268,12.21617508,11.76057856,5,3,
1085,0.08,0,NonL-TADs,1078,X,11514250,11573849,59600,72267,62.66,Null,0.332313,0.0684919,7623.25,0.08,0.026816,15791,12275,14753,14713,12.59370785,12.73962398,15.27029338,15.44722158,4,,5
1086,0.05,1,L-TADs,1079,X,11573850,11588849,15000,0,39.56,Active,0.312034,0.0761633,2624.52,0.05,0.010475,0,0,0,0,0,0,0,0,4,2,
1087,0.06,0,NonL-TADs,1080,X,11588850,11609349,20500,17721,43.9,Active,0.299234,0.0803255,2560.98,0.06,0.015084,5167,4842,6721,7313,18.31536524,24.74393113,15.83251646,21.38961968,4,,5
1088,0.09,0,NonL-TADs,1081,X,11609350,11685349,76000,72630,67.95,Null,0.241991,0.0783917,9209.42,0.09,0.033939,15441,13077,13963,14245,12.73257199,12.13477428,12.16798294,11.59669284,4,,4
1089,0.08,0,NonL-TADs,1082,X,11685350,11747449,62100,51281,63.52,Active,0.27759,0.0746435,8280.17,0.08,0.026816,44527,39420,45084,44810,53.08377685,54.77087406,43.83557424,45.22874706,4,,5
1090,0.11,1,L-TADs,1083,X,11747450,11905449,158000,131154,86.72,Active,0.482659,0.0680896,24889.3,0.11,0.050699,12938,11947,13316,13859,6.152749369,6.473862393,5.107327156,5.373879419,5,4,
1091,0.15,2,L-TADs,1084,X,11930050,12358149,428100,205099,120.89,Null,0.588983,0.0835793,18319.5,0.15,0.094275,2395,2166,2497,2483,0.7211235011,0.7586496319,0.34548402,0.363462464,6,5,
1092,0.1,0,NonL-TADs,1085,X,12358150,12470449,112300,54445,77.39,Null,0.20887,0.0570774,7089.04,0.1,0.0419,2552,1740,2540,2410,2.556317723,2.84068219,1.239347448,1.377212305,3,,4
1093,0.07,0,NonL-TADs,1086,X,12470450,12506749,36300,30416,53.11,Active,0.177808,0.0591249,4530.7,0.07,0.020531,5938,4922,6416,6613,11.57819463,13.38395403,9.701442637,11.21449988,3,,3
1094,0.07,0,NonL-TADs,1087,X,12506750,12551549,44800,33939,56.97,Active,0.194459,0.0623872,4114.21,0.07,0.020531,4126,3704,4275,4485,7.481278809,8.064557001,5.667569676,6.109441966,3,,4
1095,0.09,0,NonL-TADs,1088,X,12551550,12655649,104100,91257,75.46,HP1/centro,0.255283,0.0633929,9280.35,0.09,0.033939,15375,12126,15353,15697,9.772269116,10.63092045,8.566647096,9.319365108,4,,5
1096,0.11,1,L-TADs,1089,X,12655650,12809449,153800,71677,85.94,Null,0.476143,0.0551695,7309.38,0.11,0.050699,6564,6018,6183,6277,5.692237091,5.431423588,2.65281195,2.531262344,5,4,
1097,0.13,3,L-TADs,1090,X,12809450,13105649,296200,168532,106.93,Null,0.508646,0.0461415,14590.6,0.13,0.070811,16105,14266,16189,16657,5.843725898,6.089414899,3.324965608,3.464757838,6,4,
1098,0.07,0,NonL-TADs,1091,X,13105650,13151749,46100,47032,57.52,Null,0.251524,0.0603689,2950.69,0.07,0.020531,5058,4374,4568,4356,6.503145408,5.928455523,6.634618977,6.048310632,4,,5
1099,0.06,0,NonL-TADs,1092,X,13151750,13181349,29600,27654,49.62,HP1/centro,0.203663,0.0704184,3911.92,0.06,0.015084,11655,9540,11175,12278,24.85355868,26.49817089,23.21960512,24.7560952,3,,4
1100,0.05,0,NonL-TADs,1093,X,13181350,13196649,15300,11069,39.82,Active,0.186696,0.0752759,0,0.05,0.010475,6913,5722,6704,6769,37.01518964,38.03044209,26.77915909,27.51365774,3,,4
1101,0.07,0,NonL-TADs,1094,X,13196650,13230749,34100,17212,52.02,Active,0.180747,0.0798272,3941.2,0.07,0.020531,37700,36626,35092,35962,140.030469,128.9830511,70.68048191,65.10428958,3,,4
1102,0.07,0,NonL-TADs,1095,X,13230750,13266849,36100,23287,53.01,Null,0.202323,0.0757745,3429.47,0.07,0.020531,2944,2733,2696,2841,7.905302098,7.429103895,5.099467312,4.792286493,3,,4
1103,0.05,0,NonL-TADs,1096,X,13266850,13281649,14800,7547,39.38,Active,0.243062,0.0651545,2242.1,0.05,0.010475,2374,2180,2369,2399,19.56734022,19.73955456,9.978021394,10.06583907,4,,4
1104,0.12,1,L-TADs,1097,X,13281650,13499749,218100,146182,96.56,Null,0.372812,0.0512961,13843.7,0.12,0.060336,11243,10324,11404,12303,4.784195947,5.06708456,3.206617753,3.396224462,5,2,
1105,0.05,0,NonL-TADs,1098,X,13499750,13519249,19500,52783,43.17,Active,0.2548,0.0590239,1577.04,0.05,0.010475,11176,8314,10542,10727,11.97376937,12.59007892,32.41084453,34.07908388,4,,5
1106,0.1,0,NonL-TADs,1099,X,13519250,13634449,115200,96844,78.05,Active,0.219878,0.0755247,15196.1,0.1,0.0419,9992,8975,9623,10022,6.350955139,6.338036935,5.338992183,5.328132369,3,,4
1107,0.07,0,NonL-TADs,1100,X,13634450,13676449,42000,28762,55.76,Active,0.26513,0.0705742,4893.77,0.07,0.020531,10650,9820,10749,10974,23.07872863,23.59805298,15.80453317,16.16017142,4,,5
1108,0.15,1,L-TADs,1101,X,13676450,14094749,418300,215542,119.96,Null,0.637351,0.0640733,23744.6,0.15,0.094275,29369,26286,28702,29885,8.373083046,8.492680841,4.314489758,4.376116217,6,5,
1109,0.15,1,L-TADs,1102,X,14094750,14473649,378900,250710,116.07,Null,0.750227,0.0402983,9929,0.15,0.094275,6052,4637,5845,6156,1.382542658,1.495619884,0.9147988115,0.9896195861,6,6,
1110,0.13,1,L-TADs,1103,X,14473650,14719749,246100,183563,100.52,Null,0.844569,0.0399915,7252.58,0.13,0.070811,1532,1408,1583,1568,0.5193681384,0.5363381726,0.3873903843,0.4000481267,6,6,
1111,0.05,1,L-TADs,1104,X,14719750,14734749,15000,105034,39.56,Active,0.818253,0.042508,863.545,0.05,0.010475,5767,5437,6024,6154,3.459045821,3.622609455,24.22116125,25.36647743,6,6,
1112,0.1,1,L-TADs,1105,X,14734750,14850849,116100,71894,78.25,Null,0.816642,0.0425596,5666.65,0.1,0.0419,167,163,170,189,0.1488450555,0.1560189148,0.09217111475,0.09661346995,6,6,
1113,0.1,0,NonL-TADs,1106,X,14850850,14977749,126900,121849,80.61,Null,0.506255,0.0421956,6329.61,0.1,0.0419,9064,9132,8872,9536,4.84247156,4.720196602,4.649726691,4.532318643,6,,6
1114,0.08,1,L-TADs,1107,X,14977750,15033049,55300,40693,61.11,Null,0.53061,0.0404079,4095.72,0.08,0.026816,31287,26560,31091,29431,46.09716878,46.46960858,33.92101427,34.19507743,6,4,
1115,0.11,0,NonL-TADs,1108,X,15033050,15185849,152800,35849,85.76,Null,0.36986,0.0411791,5687.79,0.11,0.050699,2,2,3,3,0.003618229129,0.005229373435,0.0008488867542,0.001226883562,5,,6
1116,0.06,0,NonL-TADs,1109,X,15185850,15214149,28300,27482,48.88,Null,0.452494,0.0395687,1376.22,0.06,0.015084,3589,2792,3578,3572,7.529281408,8.128925776,7.311650588,7.89396248,5,,6
1117,0.1,1,L-TADs,1110,X,15214150,15342849,128700,108469,80.99,Null,0.568627,0.0531536,9209.85,0.1,0.0419,5371,4765,5200,5484,3.030219478,3.077539917,2.553884045,2.593765946,6,5,
1118,0.11,1,L-TADs,1111,X,15342850,15488249,145400,87714,84.35,Active,0.549412,0.0629353,18351.3,0.11,0.050699,9042,7505,8628,8860,6.11735199,6.229406615,3.690353593,3.757951663,6,4,
1119,0.09,0,NonL-TADs,1112,X,15488250,15593149,104900,32223,75.65,Null,0.244677,0.0543517,11022.1,0.09,0.033939,799,753,680,746,1.561848359,1.382703321,0.479765869,0.424736407,4,,4
1120,0.09,0,NonL-TADs,1113,X,15593150,15698349,105200,93321,75.72,Active,0.145791,0.0571943,17235.2,0.09,0.033939,49796,47247,48634,49553,33.72080625,32.87381134,29.91311179,29.16175806,2,,3
1121,0.11,0,NonL-TADs,1114,X,15698350,15880749,182400,151787,90.97,Active,0.113031,0.0615494,34927.3,0.11,0.050699,111430,104881,106543,107898,46.21225355,44.14166373,38.45624633,36.73317276,2,,2
1122,0.05,0,NonL-TADs,1115,X,15880750,15899849,19100,16725,42.88,Active,0.109424,0.0516421,0,0.05,0.010475,12759,12016,12329,12576,48.03531651,46.52601659,42.06233867,40.74071348,2,,2
1123,0.08,0,NonL-TADs,1116,X,15899850,15953249,53400,55127,60.4,Null,0.127998,0.0500925,7431.17,0.08,0.026816,105,72,100,137,0.1041170914,0.1343258009,0.107484324,0.138670008,2,,3
1124,0.07,1,L-TADs,1117,X,15953250,15999749,46500,48405,57.68,Null,0.142205,0.0592564,3878.23,0.07,0.020531,3500,3307,3980,4208,4.560144935,5.285219895,4.746963776,5.50174342,2,1,
1125,0.11,0,NonL-TADs,1118,X,15999750,16165249,165500,24474,88.07,PcG,0.132743,0.0831008,10343,0.11,0.050699,6903,6392,6691,6746,17.6155621,17.15429258,2.604974423,2.536762276,2,,3
1126,0.05,0,NonL-TADs,1119,X,16165250,16178649,13400,8612,38.1,Active,0.115369,0.0762144,0,0.05,0.010475,5334,5055,4519,4727,39.11855869,33.5448087,25.1409722,21.55879795,2,,2
1127,0.1,0,NonL-TADs,1120,X,16178650,16316049,137400,110584,82.77,Active,0.138618,0.0797414,22439.9,0.1,0.0419,68764,64528,67278,68621,39.08633135,38.39718777,31.4579539,30.90330868,2,,3
1128,0.06,1,L-TADs,1121,X,16316050,16342949,26900,27173,48.06,Active,0.150988,0.0629622,6204.91,0.06,0.015084,28286,23300,26206,25988,61.56124367,60.01481118,62.18601019,60.62388342,2,1,
1129,0.09,0,NonL-TADs,1122,X,16342950,16442549,99600,76858,74.35,Null,0.153887,0.0531981,10847.3,0.09,0.033939,4467,4400,4138,4410,3.741112337,3.474968611,2.886891687,2.681517445,2,,3
1130,0.09,0,NonL-TADs,1123,X,16442550,16531349,88800,69292,71.56,Active,0.211496,0.0765374,10661.1,0.09,0.033939,27043,20906,26603,27266,22.43931408,24.29020994,17.50974044,18.95402283,3,,4
1131,0.1,1,L-TADs,1124,X,16531350,16646749,115400,146944,78.1,Active,0.365786,0.103356,18279.8,0.1,0.0419,78892,79840,69792,71146,35.02883959,29.96758171,44.6037938,38.15906696,5,2,
1132,0.06,0,NonL-TADs,1125,X,16646750,16679649,32900,2755,51.4,Null,0.357701,0.101941,3182.17,0.06,0.015084,1170,930,1078,1025,24.71785678,23.85026018,2.069838767,1.997187441,5,,6
1133,0.09,1,L-TADs,1126,X,16679650,16772749,93100,53190,72.7,Active,0.365522,0.114763,15614.9,0.09,0.033939,7940,7717,7792,8262,9.545346128,9.430369724,5.453458223,5.387769771,5,2,
1134,0.08,0,NonL-TADs,1127,X,16772750,16837649,64900,37337,64.46,Active,0.267702,0.108875,8834.77,0.08,0.026816,5539,5258,5202,5436,9.377278219,8.902172752,5.394752494,5.121424099,4,,5
1135,0.06,0,NonL-TADs,1128,X,16837650,16863249,25600,19173,47.28,Active,0.204631,0.0953163,4833.63,0.06,0.015084,7835,6634,7434,7777,24.47155487,24.78809464,18.32785631,18.56492729,3,,4
1136,0.1,0,NonL-TADs,1129,X,16863250,16971849,108600,53133,76.53,Null,0.179129,0.0829141,8972.09,0.1,0.0419,3456,2568,3637,3742,3.676493016,4.339189572,1.798739442,2.122966478,3,,4
1137,0.06,0,NonL-TADs,1130,X,16971850,17001449,29600,22297,49.62,Null,0.225588,0.0649345,3779.41,0.06,0.015084,308,328,384,405,0.9249618096,1.105620343,0.6967524821,0.8328384049,3,,4
1138,0.11,1,L-TADs,1131,X,17001450,17179749,178300,159062,90.28,Null,0.328273,0.0579952,11713.6,0.11,0.050699,67208,63928,65592,68691,26.73428746,26.37728234,23.84974331,23.5312579,4,2,
1139,0.05,0,NonL-TADs,1132,X,17179750,17197349,17600,3003,41.72,Null,0.284993,0.0585574,979.096,0.05,0.010475,2274,1926,2089,2359,45.3531105,46.2790993,7.738374479,7.896371318,4,,5
1140,0.14,1,L-TADs,1133,X,17197350,17521249,323900,149932,110.16,PcG,0.366837,0.0567938,19043.7,0.14,0.082124,7705,6723,7856,8345,3.120505262,3.376159372,1.444469265,1.562810519,5,2,
1141,0.08,0,NonL-TADs,1134,X,17521250,17588849,67600,68078,65.34,Active,0.164889,0.0604484,6527.26,0.08,0.026816,18980,15589,18032,18405,16.46619097,16.72288779,16.58262351,16.84113543,3,,3
1142,0.05,0,NonL-TADs,1135,X,17588850,17604449,15600,9216,40.08,Active,0.142958,0.0609881,2366.95,0.05,0.010475,7729,6666,7646,7737,50.65033511,52.15236716,29.92265951,30.81001383,2,,3
1143,0.06,0,NonL-TADs,1136,X,17604450,17632549,28100,40910,48.77,Null,0.134257,0.0629927,2184.76,0.06,0.015084,2562,1729,2431,2694,3.401278195,3.914171422,4.951825301,5.698532131,2,,3
1144,0.05,0,NonL-TADs,1137,X,17632550,17647049,14500,1824,39.11,Active,0.132329,0.0646823,2061.21,0.05,0.010475,390,282,403,487,11.94696411,15.24546321,1.502845692,1.91777413,2,,3
1145,0.08,0,NonL-TADs,1138,X,17647050,17716749,69700,39977,66.01,PcG,0.139479,0.0693631,6482.16,0.08,0.026816,793,600,851,862,1.129936496,1.338821304,0.6480842366,0.7678918115,2,,3
1146,0.09,0,NonL-TADs,1139,X,17716750,17798349,81600,71964,69.57,Active,0.178454,0.0731348,8951.1,0.09,0.033939,14829,12643,14045,14515,12.3790724,12.39990505,10.91724958,10.93562215,3,,3
1147,0.14,2,L-TADs,1140,X,17798350,18133049,334700,238147,111.37,HP1/centro,0.44444,0.0864461,17446.6,0.14,0.082124,21495,20297,20427,21704,5.690640629,5.527542673,4.049025975,3.932977906,5,3,
1148,0.09,0,NonL-TADs,1141,X,18133050,18215149,82100,20597,69.72,PcG,0.282228,0.0798445,4487.14,0.09,0.033939,205,198,185,234,0.6344745364,0.6356023665,0.1591750551,0.1594580017,4,,5
1149,0.07,0,NonL-TADs,1142,X,18215150,18261749,46600,44055,57.72,Null,0.349614,0.0796156,4239.5,0.07,0.020531,1646,1352,1596,1757,2.206731746,2.378010673,2.086213886,2.248138631,5,,6
1150,0.11,2,L-TADs,1143,X,18261750,18413049,151300,109879,85.47,Active,0.575176,0.09367,17504.9,0.11,0.050699,33520,28158,30145,32115,18.20240211,17.70393758,13.21917873,12.85717751,6,5,
1151,0.1,1,L-TADs,1144,X,18413050,18529949,116900,69399,78.43,PcG,0.581329,0.0871471,10974.2,0.1,0.0419,10274,7764,8635,9312,8.428461162,8.080050997,5.00365078,4.796813166,6,5,
1152,0.06,0,NonL-TADs,1145,X,18529950,18550549,20600,8620,43.97,Active,0.50253,0.0787182,1946.96,0.06,0.015084,5287,3600,4402,4535,33.43189809,32.39365434,13.98946415,13.55501458,6,,6
1153,0.1,1,L-TADs,1146,X,18550550,18673349,122800,50830,79.73,Null,0.482601,0.0770181,9695.63,0.1,0.0419,6753,6588,5737,7004,8.511015754,7.831750754,3.522922889,3.241758069,5,4,
1154,0.08,0,NonL-TADs,1147,X,18673350,18736549,63200,50437,63.89,Active,0.314139,0.0780458,5455.89,0.08,0.026816,2275,2132,2244,2358,2.833393698,2.850839839,2.261200601,2.275123559,4,,5
1155,0.08,0,NonL-TADs,1148,X,18736550,18793649,57100,45429,61.77,Active,0.254851,0.0756325,6289.13,0.08,0.026816,20955,15237,20202,21048,25.8340518,28.37045019,20.5536802,22.57164942,4,,5
1156,0.15,2,L-TADs,1149,X,18793650,19170949,377300,232663,115.91,Null,0.409453,0.0703912,25367.2,0.15,0.094275,31958,25773,30364,31227,8.046275093,8.271140218,4.961755902,5.100419551,5,3,
1157,0.12,0,NonL-TADs,1150,X,19170950,19372149,201200,178181,93.99,Null,0.124768,0.0717746,13497.1,0.12,0.060336,2554,2545,2901,3383,0.9279759905,1.101920432,0.8218076042,0.9758513147,2,,2
1158,0.05,0,NonL-TADs,1151,X,19372150,19389749,17600,27586,41.72,Active,0.0917836,0.0614804,2693.47,0.05,0.010475,14179,9980,12509,12560,28.39901923,28.3938138,44.51223549,44.50407657,2,,2
1159,0.12,0,NonL-TADs,1152,X,19389750,19596949,207200,153504,94.92,Active,0.0931731,0.0679373,28097.6,0.12,0.060336,123624,110823,114379,122821,49.52655305,48.2803533,36.69171814,35.76847178,2,,2
1160,0.07,0,NonL-TADs,1153,X,19596950,19639749,42800,33481,56.11,Active,0.127335,0.061588,5213,0.07,0.020531,11451,8735,10533,10803,19.55081958,19.91086067,15.29394837,15.57559641,2,,3
1161,0.05,1,L-TADs,1154,X,19639750,19658349,18600,15302,42.5,Active,0.139016,0.0655798,2777.72,0.05,0.010475,7134,6174,6649,7144,28.20185754,28.1634588,23.20133463,23.16974444,2,1,
1162,0.09,0,NonL-TADs,1155,X,19658350,19744249,85900,27296,70.78,Null,0.140406,0.0612691,8701.12,0.09,0.033939,3546,2642,3620,4019,7.351304556,8.744056439,2.335986137,2.77855372,2,,3
1163,0.09,0,NonL-TADs,1156,X,19760950,19852249,91300,42659,72.23,Null,0.164753,0.057205,5210.04,0.09,0.033939,6824,4805,6652,7228,8.839848455,10.16609695,4.13032963,4.750005803,3,,3
